"rules","support","confidence","lift","count"
"{domestic eggs,yogurt} => {whole milk}",0.00772357723577236,0.539007092198582,2.10971749691092,76
"{domestic eggs,whole milk} => {yogurt}",0.00772357723577236,0.257627118644068,1.84635895663338,76
"{domestic eggs,rolls/buns} => {whole milk}",0.00660569105691057,0.422077922077922,1.65204723677277,65
"{domestic eggs,other vegetables} => {whole milk}",0.0122967479674797,0.552511415525114,2.16257451422718,121
"{domestic eggs,whole milk} => {other vegetables}",0.0122967479674797,0.410169491525424,2.11978350662299,121
"{fruit/vegetable juice,tropical fruit} => {other vegetables}",0.00660569105691057,0.481481481481481,2.48832866479925,65
"{fruit/vegetable juice,other vegetables} => {tropical fruit}",0.00660569105691057,0.314009661835749,2.99404561285249,65
"{fruit/vegetable juice,root vegetables} => {other vegetables}",0.00660569105691057,0.550847457627119,2.84681669277881,65
"{fruit/vegetable juice,other vegetables} => {root vegetables}",0.00660569105691057,0.314009661835749,2.88232749296993,65
"{fruit/vegetable juice,root vegetables} => {whole milk}",0.00650406504065041,0.542372881355932,2.12289146879172,64
"{fruit/vegetable juice,soda} => {whole milk}",0.00609756097560976,0.331491712707182,1.29748546262477,60
"{fruit/vegetable juice,yogurt} => {other vegetables}",0.00823170731707317,0.440217391304348,2.27507307270734,81
"{fruit/vegetable juice,other vegetables} => {yogurt}",0.00823170731707317,0.391304347826087,2.80439532600779,81
"{fruit/vegetable juice,yogurt} => {whole milk}",0.00945121951219512,0.505434782608696,1.97831275293141,93
"{fruit/vegetable juice,whole milk} => {yogurt}",0.00945121951219512,0.354961832061069,2.54393621812157,93
"{fruit/vegetable juice,other vegetables} => {whole milk}",0.0104674796747967,0.497584541062802,1.94758627050834,103
"{fruit/vegetable juice,whole milk} => {other vegetables}",0.0104674796747967,0.393129770992366,2.03172108538072,103
"{citrus fruit,whipped/sour cream} => {whole milk}",0.00630081300813008,0.579439252336449,2.2679722525818,62
"{tropical fruit,whipped/sour cream} => {yogurt}",0.00619918699186992,0.448529411764706,3.21451523070991,61
"{whipped/sour cream,yogurt} => {tropical fruit}",0.00619918699186992,0.299019607843137,2.85111719106247,61
"{tropical fruit,whipped/sour cream} => {other vegetables}",0.00782520325203252,0.566176470588235,2.92603806228374,77
"{other vegetables,whipped/sour cream} => {tropical fruit}",0.00782520325203252,0.27112676056338,2.58516213560432,77
"{tropical fruit,whipped/sour cream} => {whole milk}",0.00792682926829268,0.573529411764706,2.24484065702653,78
"{root vegetables,whipped/sour cream} => {yogurt}",0.00640243902439024,0.375,2.68754552075747,63
"{whipped/sour cream,yogurt} => {root vegetables}",0.00640243902439024,0.308823529411765,2.83472344161545,63
"{root vegetables,whipped/sour cream} => {other vegetables}",0.00853658536585366,0.5,2.58403361344538,84
"{other vegetables,whipped/sour cream} => {root vegetables}",0.00853658536585366,0.295774647887324,2.71494639478663,84
"{root vegetables,whipped/sour cream} => {whole milk}",0.00945121951219512,0.553571428571429,2.16672349130583,93
"{whipped/sour cream,whole milk} => {root vegetables}",0.00945121951219512,0.293375394321767,2.6929233956401,93
"{whipped/sour cream,yogurt} => {other vegetables}",0.0101626016260163,0.490196078431373,2.53336628769155,100
"{other vegetables,whipped/sour cream} => {yogurt}",0.0101626016260163,0.352112676056338,2.52351692089903,100
"{whipped/sour cream,yogurt} => {whole milk}",0.0108739837398374,0.524509803921569,2.05297393420375,107
"{whipped/sour cream,whole milk} => {yogurt}",0.0108739837398374,0.337539432176656,2.41907357073437,107
"{rolls/buns,whipped/sour cream} => {other vegetables}",0.00670731707317073,0.458333333333333,2.3686974789916,66
"{rolls/buns,whipped/sour cream} => {whole milk}",0.00782520325203252,0.534722222222222,2.09294616812517,77
"{other vegetables,whipped/sour cream} => {whole milk}",0.0146341463414634,0.507042253521127,1.98460452452183,144
"{whipped/sour cream,whole milk} => {other vegetables}",0.0146341463414634,0.454258675078864,2.3476393712059,144
"{pip fruit,tropical fruit} => {yogurt}",0.00640243902439024,0.313432835820896,2.24630670391669,63
"{pip fruit,yogurt} => {tropical fruit}",0.00640243902439024,0.355932203389831,3.39377217185652,63
"{pip fruit,tropical fruit} => {other vegetables}",0.00945121951219512,0.462686567164179,2.39119528408378,93
"{other vegetables,pip fruit} => {tropical fruit}",0.00945121951219512,0.361867704280156,3.45036648267125,93
"{other vegetables,tropical fruit} => {pip fruit}",0.00945121951219512,0.263456090651558,3.48441926345609,93
"{pip fruit,tropical fruit} => {whole milk}",0.0084349593495935,0.412935323383085,1.61626236359966,83
"{pip fruit,whole milk} => {tropical fruit}",0.0084349593495935,0.280405405405405,2.67363293526084,83
"{pip fruit,root vegetables} => {other vegetables}",0.00813008130081301,0.522875816993464,2.70225737353765,80
"{other vegetables,pip fruit} => {root vegetables}",0.00813008130081301,0.311284046692607,2.85730878680527,80
"{pip fruit,root vegetables} => {whole milk}",0.00894308943089431,0.57516339869281,2.25123621445396,88
"{pip fruit,whole milk} => {root vegetables}",0.00894308943089431,0.297297297297297,2.72892295280355,88
"{pip fruit,yogurt} => {other vegetables}",0.00813008130081301,0.451977401129944,2.33584959407492,80
"{other vegetables,pip fruit} => {yogurt}",0.00813008130081301,0.311284046692607,2.2309067876586,80
"{pip fruit,yogurt} => {whole milk}",0.00955284552845528,0.531073446327684,2.07866456319189,94
"{pip fruit,whole milk} => {yogurt}",0.00955284552845528,0.317567567567568,2.27593945001083,94
"{pip fruit,rolls/buns} => {whole milk}",0.00619918699186992,0.445255474452555,1.74276605752313,61
"{other vegetables,pip fruit} => {whole milk}",0.0135162601626016,0.517509727626459,2.02557506755941,133
"{pip fruit,whole milk} => {other vegetables}",0.0135162601626016,0.449324324324324,2.32213831478537,133
"{pastry,tropical fruit} => {whole milk}",0.00670731707317073,0.507692307692308,1.98714888929686,66
"{pastry,soda} => {whole milk}",0.00823170731707317,0.391304347826087,1.53159697001141,81
"{pastry,yogurt} => {other vegetables}",0.00660569105691057,0.373563218390805,1.93059982613735,65
"{other vegetables,pastry} => {yogurt}",0.00660569105691057,0.292792792792793,2.0983838900809,65
"{pastry,yogurt} => {whole milk}",0.00914634146341463,0.517241379310345,2.02452473047486,90
"{pastry,whole milk} => {yogurt}",0.00914634146341463,0.275229357798165,1.97251047395043,90
"{pastry,rolls/buns} => {other vegetables}",0.00609756097560976,0.29126213592233,1.50526229909439,60
"{other vegetables,pastry} => {rolls/buns}",0.00609756097560976,0.27027027027027,1.47012684326117,60
"{pastry,rolls/buns} => {whole milk}",0.00853658536585366,0.407766990291262,1.59603308849086,84
"{pastry,whole milk} => {rolls/buns}",0.00853658536585366,0.256880733944954,1.3972948712097,84
"{other vegetables,pastry} => {whole milk}",0.0105691056910569,0.468468468468468,1.83362359973338,104
"{pastry,whole milk} => {other vegetables}",0.0105691056910569,0.318042813455657,1.64366664096831,104
"{citrus fruit,tropical fruit} => {yogurt}",0.00630081300813008,0.316326530612245,2.26704520118317,62
"{citrus fruit,yogurt} => {tropical fruit}",0.00630081300813008,0.291079812206573,2.77541216289988,62
"{citrus fruit,tropical fruit} => {other vegetables}",0.00904471544715447,0.454081632653061,2.34672440404733,89
"{citrus fruit,other vegetables} => {tropical fruit}",0.00904471544715447,0.313380281690141,2.98804454634785,89
"{other vegetables,tropical fruit} => {citrus fruit}",0.00904471544715447,0.252124645892351,3.04779670218764,89
"{citrus fruit,tropical fruit} => {whole milk}",0.00904471544715447,0.454081632653061,1.77731235692368,89
"{citrus fruit,whole milk} => {tropical fruit}",0.00904471544715447,0.296666666666667,2.82868217054264,89
"{citrus fruit,root vegetables} => {other vegetables}",0.0103658536585366,0.586206896551724,3.02955665024631,102
"{citrus fruit,other vegetables} => {root vegetables}",0.0103658536585366,0.359154929577465,3.29672062224091,102
"{citrus fruit,root vegetables} => {whole milk}",0.00914634146341463,0.517241379310345,2.02452473047486,90
"{citrus fruit,whole milk} => {root vegetables}",0.00914634146341463,0.3,2.75373134328358,90
"{citrus fruit,yogurt} => {other vegetables}",0.00762195121951219,0.352112676056338,1.81974198129956,75
"{citrus fruit,other vegetables} => {yogurt}",0.00762195121951219,0.264084507042254,1.89263769067427,75
"{citrus fruit,yogurt} => {whole milk}",0.0102642276422764,0.474178403755869,1.85597274978431,101
"{citrus fruit,whole milk} => {yogurt}",0.0102642276422764,0.336666666666667,2.41281864530226,101
"{citrus fruit,rolls/buns} => {whole milk}",0.00721544715447154,0.43030303030303,1.68424097779706,71
"{citrus fruit,other vegetables} => {whole milk}",0.0130081300813008,0.450704225352113,1.76409291068607,128
"{citrus fruit,whole milk} => {other vegetables}",0.0130081300813008,0.426666666666667,2.20504201680672,128
"{root vegetables,shopping bags} => {other vegetables}",0.00660569105691057,0.515873015873016,2.66606642657063,65
"{other vegetables,shopping bags} => {root vegetables}",0.00660569105691057,0.285087719298246,2.6168499607227,65
"{shopping bags,soda} => {rolls/buns}",0.00630081300813008,0.256198347107438,1.39358304894261,62
"{rolls/buns,shopping bags} => {soda}",0.00630081300813008,0.322916666666667,1.85276967930029,62
"{shopping bags,soda} => {whole milk}",0.00680894308943089,0.276859504132231,1.0836505650999,67
"{shopping bags,whole milk} => {soda}",0.00680894308943089,0.278008298755187,1.59510300860119,67
"{other vegetables,shopping bags} => {whole milk}",0.00762195121951219,0.328947368421053,1.28752669262655,75
"{shopping bags,whole milk} => {other vegetables}",0.00762195121951219,0.311203319502075,1.60831967641828,75
"{sausage,tropical fruit} => {whole milk}",0.00721544715447154,0.518248175182482,2.02846541121544,71
"{root vegetables,sausage} => {other vegetables}",0.00680894308943089,0.45578231292517,2.35551363402504,67
"{other vegetables,sausage} => {root vegetables}",0.00680894308943089,0.252830188679245,2.32075471698113,67
"{root vegetables,sausage} => {whole milk}",0.00772357723577236,0.517006802721088,2.02360657866965,76
"{sausage,whole milk} => {root vegetables}",0.00772357723577236,0.258503401360544,2.37282972890649,76
"{sausage,soda} => {rolls/buns}",0.00965447154471545,0.397489539748954,2.16213215651172,95
"{rolls/buns,sausage} => {soda}",0.00965447154471545,0.315614617940199,1.81087337640324,95
"{rolls/buns,soda} => {sausage}",0.00965447154471545,0.251989389920424,2.68352337317855,95
"{sausage,soda} => {other vegetables}",0.00721544715447154,0.297071129707113,1.53528356949474,71
"{other vegetables,sausage} => {soda}",0.00721544715447154,0.267924528301887,1.53724627317234,71
"{sausage,soda} => {whole milk}",0.00670731707317073,0.276150627615063,1.08087596488951,66
"{sausage,yogurt} => {other vegetables}",0.00813008130081301,0.414507772020725,2.14220403187182,80
"{other vegetables,sausage} => {yogurt}",0.00813008130081301,0.30188679245283,2.16355865821985,80
"{sausage,yogurt} => {whole milk}",0.00873983739837398,0.44559585492228,1.744098334302,86
"{sausage,whole milk} => {yogurt}",0.00873983739837398,0.292517006802721,2.09640739034142,86
"{rolls/buns,sausage} => {other vegetables}",0.00884146341463415,0.289036544850498,1.4937602948156,87
"{other vegetables,sausage} => {rolls/buns}",0.00884146341463415,0.328301886792453,1.78578804092744,87
"{rolls/buns,sausage} => {whole milk}",0.00934959349593496,0.305647840531561,1.19633044981327,92
"{sausage,whole milk} => {rolls/buns}",0.00934959349593496,0.312925170068027,1.70214686206157,92
"{other vegetables,sausage} => {whole milk}",0.0101626016260163,0.377358490566038,1.47701175305084,100
"{sausage,whole milk} => {other vegetables}",0.0101626016260163,0.340136054421769,1.75784599554107,100
"{bottled water,tropical fruit} => {yogurt}",0.00711382113821138,0.384615384615385,2.75645694436663,70
"{bottled water,yogurt} => {tropical fruit}",0.00711382113821138,0.309734513274336,2.95328256842972,70
"{bottled water,tropical fruit} => {other vegetables}",0.00619918699186992,0.335164835164835,1.73215440022163,61
"{bottled water,tropical fruit} => {whole milk}",0.00802845528455285,0.434065934065934,1.69896928846809,79
"{bottled water,root vegetables} => {other vegetables}",0.00701219512195122,0.448051948051948,2.31556258867183,69
"{bottled water,other vegetables} => {root vegetables}",0.00701219512195122,0.281632653061224,2.58513554675602,69
"{bottled water,root vegetables} => {whole milk}",0.00731707317073171,0.467532467532468,1.82996001611753,72
"{bottled water,soda} => {yogurt}",0.00741869918699187,0.256140350877193,1.83570360716065,73
"{bottled water,yogurt} => {soda}",0.00741869918699187,0.323008849557522,1.85329858871488,73
"{soda,yogurt} => {bottled water}",0.00741869918699187,0.271375464684015,2.45435162912749,73
"{bottled water,rolls/buns} => {soda}",0.00680894308943089,0.281512605042017,1.61520934904574,67
"{bottled water,soda} => {whole milk}",0.00752032520325203,0.259649122807018,1.01628773604656,74
"{bottled water,yogurt} => {rolls/buns}",0.00711382113821138,0.309734513274336,1.68479138232143,70
"{bottled water,rolls/buns} => {yogurt}",0.00711382113821138,0.294117647058824,2.10787883980978,70
"{bottled water,yogurt} => {other vegetables}",0.00813008130081301,0.353982300884956,1.82940432810292,80
"{bottled water,other vegetables} => {yogurt}",0.00813008130081301,0.326530612244898,2.34017569154392,80
"{bottled water,yogurt} => {whole milk}",0.00965447154471545,0.420353982300885,1.64529959659535,95
"{bottled water,whole milk} => {yogurt}",0.00965447154471545,0.281065088757396,2.01433392088331,95
"{bottled water,rolls/buns} => {other vegetables}",0.00731707317073171,0.302521008403361,1.56344890897535,72
"{bottled water,other vegetables} => {rolls/buns}",0.00731707317073171,0.293877551020408,1.59853792263174,72
"{bottled water,rolls/buns} => {whole milk}",0.00873983739837398,0.361344537815126,1.41433184252221,86
"{bottled water,whole milk} => {rolls/buns}",0.00873983739837398,0.254437869822485,1.38400698676244,86
"{bottled water,other vegetables} => {whole milk}",0.0107723577235772,0.43265306122449,1.69343918951829,106
"{bottled water,whole milk} => {other vegetables}",0.0107723577235772,0.313609467455621,1.62075481080006,106
"{root vegetables,tropical fruit} => {yogurt}",0.00813008130081301,0.386473429951691,2.76977316148918,80
"{tropical fruit,yogurt} => {root vegetables}",0.00813008130081301,0.277777777777778,2.54975124378109,80
"{root vegetables,yogurt} => {tropical fruit}",0.00813008130081301,0.31496062992126,3.00311298297015,80
"{root vegetables,tropical fruit} => {other vegetables}",0.0122967479674797,0.584541062801932,3.02094750943856,121
"{other vegetables,tropical fruit} => {root vegetables}",0.0122967479674797,0.342776203966006,3.14637858864319,121
"{other vegetables,root vegetables} => {tropical fruit}",0.0122967479674797,0.259656652360515,2.47579598762351,121
"{root vegetables,tropical fruit} => {whole milk}",0.0119918699186992,0.570048309178744,2.23121533902897,118
"{tropical fruit,whole milk} => {root vegetables}",0.0119918699186992,0.283653846153846,2.60368828932262,118
"{soda,tropical fruit} => {yogurt}",0.00660569105691057,0.317073170731707,2.27239621267298,65
"{soda,tropical fruit} => {other vegetables}",0.00721544715447154,0.346341463414634,1.78991596638655,71
"{soda,tropical fruit} => {whole milk}",0.00782520325203252,0.375609756097561,1.47016706443914,77
"{tropical fruit,yogurt} => {rolls/buns}",0.00873983739837398,0.298611111111111,1.62428597751981,86
"{rolls/buns,tropical fruit} => {yogurt}",0.00873983739837398,0.355371900826446,2.54687509405115,86
"{rolls/buns,yogurt} => {tropical fruit}",0.00873983739837398,0.254437869822485,2.42603550295858,86
"{tropical fruit,yogurt} => {other vegetables}",0.0122967479674797,0.420138888888889,2.17130602240896,121
"{other vegetables,tropical fruit} => {yogurt}",0.0122967479674797,0.342776203966006,2.4566044042429,121
"{other vegetables,yogurt} => {tropical fruit}",0.0122967479674797,0.283372365339578,2.70192255323784,121
"{tropical fruit,yogurt} => {whole milk}",0.0151422764227642,0.517361111111111,2.02499337045876,149
"{tropical fruit,whole milk} => {yogurt}",0.0151422764227642,0.358173076923077,2.56695052944143,149
"{whole milk,yogurt} => {tropical fruit}",0.0151422764227642,0.270417422867514,2.57839868315536,149
"{rolls/buns,tropical fruit} => {other vegetables}",0.00782520325203252,0.318181818181818,1.64438502673797,77
"{rolls/buns,tropical fruit} => {whole milk}",0.0109756097560976,0.446280991735537,1.74678001538492,108
"{tropical fruit,whole milk} => {rolls/buns}",0.0109756097560976,0.259615384615385,1.41216991963261,108
"{other vegetables,tropical fruit} => {whole milk}",0.0170731707317073,0.475920679886686,1.86279215993834,168
"{tropical fruit,whole milk} => {other vegetables}",0.0170731707317073,0.403846153846154,2.08710407239819,168
"{root vegetables,soda} => {other vegetables}",0.00823170731707317,0.442622950819672,2.28750516600083,81
"{other vegetables,soda} => {root vegetables}",0.00823170731707317,0.251552795031056,2.30902938722536,81
"{root vegetables,soda} => {whole milk}",0.00813008130081301,0.437158469945355,1.71107372484578,80
"{root vegetables,yogurt} => {rolls/buns}",0.00721544715447154,0.279527559055118,1.52048158159335,71
"{rolls/buns,root vegetables} => {yogurt}",0.00721544715447154,0.297071129707113,2.12904582397523,71
"{root vegetables,yogurt} => {other vegetables}",0.0129065040650407,0.5,2.58403361344538,127
"{other vegetables,root vegetables} => {yogurt}",0.0129065040650407,0.272532188841202,1.9531804356864,127
"{other vegetables,yogurt} => {root vegetables}",0.0129065040650407,0.297423887587822,2.73008493830613,127
"{root vegetables,yogurt} => {whole milk}",0.0145325203252033,0.562992125984252,2.20359686542762,143
"{root vegetables,whole milk} => {yogurt}",0.0145325203252033,0.297297297297297,2.13066671915907,143
"{whole milk,yogurt} => {root vegetables}",0.0145325203252033,0.259528130671506,2.38223582631308,143
"{rolls/buns,root vegetables} => {other vegetables}",0.0121951219512195,0.502092050209205,2.59484546956858,120
"{other vegetables,root vegetables} => {rolls/buns}",0.0121951219512195,0.257510729613734,1.4007217133218,120
"{other vegetables,rolls/buns} => {root vegetables}",0.0121951219512195,0.286396181384248,2.62886047091511,120
"{rolls/buns,root vegetables} => {whole milk}",0.0127032520325203,0.523012552301255,2.04711356986649,125
"{root vegetables,whole milk} => {rolls/buns}",0.0127032520325203,0.25987525987526,1.41358350313574,125
"{other vegetables,root vegetables} => {whole milk}",0.0231707317073171,0.489270386266094,1.91504399397708,228
"{root vegetables,whole milk} => {other vegetables}",0.0231707317073171,0.474012474012474,2.44972833208127,228
"{other vegetables,whole milk} => {root vegetables}",0.0231707317073171,0.309782608695652,2.84352693056457,228
"{soda,yogurt} => {rolls/buns}",0.00863821138211382,0.315985130111524,1.7187914208388,85
"{rolls/buns,yogurt} => {soda}",0.00863821138211382,0.251479289940828,1.44288992012697,85
"{soda,yogurt} => {other vegetables}",0.00833333333333333,0.304832713754647,1.57539595763956,82
"{other vegetables,soda} => {yogurt}",0.00833333333333333,0.254658385093168,1.82508267248126,82
"{soda,yogurt} => {whole milk}",0.0104674796747967,0.382899628252788,1.49870021559564,103
"{soda,whole milk} => {yogurt}",0.0104674796747967,0.261421319796954,1.87355119213549,103
"{rolls/buns,soda} => {other vegetables}",0.00985772357723577,0.257294429708223,1.32971490983661,97
"{other vegetables,soda} => {rolls/buns}",0.00985772357723577,0.301242236024845,1.63859790076532,97
"{other vegetables,soda} => {whole milk}",0.0139227642276423,0.425465838509317,1.66530781659971,137
"{soda,whole milk} => {other vegetables}",0.0139227642276423,0.347715736040609,1.79701829970567,137
"{rolls/buns,yogurt} => {other vegetables}",0.0114837398373984,0.334319526627219,1.72778578887176,113
"{other vegetables,yogurt} => {rolls/buns}",0.0114837398373984,0.26463700234192,1.4394848551932,113
"{other vegetables,rolls/buns} => {yogurt}",0.0114837398373984,0.269689737470167,1.93280918915254,113
"{rolls/buns,yogurt} => {whole milk}",0.0155487804878049,0.452662721893491,1.77175862507238,153
"{whole milk,yogurt} => {rolls/buns}",0.0155487804878049,0.277676950998185,1.51041525584419,153
"{rolls/buns,whole milk} => {yogurt}",0.0155487804878049,0.274685816876122,1.96861503136274,153
"{other vegetables,yogurt} => {whole milk}",0.0222560975609756,0.51288056206089,2.00745613789943,219
"{whole milk,yogurt} => {other vegetables}",0.0222560975609756,0.397459165154265,2.05409568546112,219
"{other vegetables,whole milk} => {yogurt}",0.0222560975609756,0.297554347826087,2.13250894581842,219
"{other vegetables,rolls/buns} => {whole milk}",0.0178861788617886,0.420047732696897,1.64410091079454,176
"{rolls/buns,whole milk} => {other vegetables}",0.0178861788617886,0.315978456014363,1.63299790293137,176
"{other vegetables,root vegetables,tropical fruit} => {whole milk}",0.00701219512195122,0.570247933884298,2.23199668632517,69
"{root vegetables,tropical fruit,whole milk} => {other vegetables}",0.00701219512195122,0.584745762711864,3.02200541233443,69
"{other vegetables,tropical fruit,whole milk} => {root vegetables}",0.00701219512195122,0.410714285714286,3.76998933901919,69
"{other vegetables,root vegetables,whole milk} => {tropical fruit}",0.00701219512195122,0.302631578947368,2.88555691554468,69
"{other vegetables,tropical fruit,yogurt} => {whole milk}",0.00762195121951219,0.619834710743802,2.42608335470128,75
"{tropical fruit,whole milk,yogurt} => {other vegetables}",0.00762195121951219,0.503355704697987,2.60137612091817,75
"{other vegetables,tropical fruit,whole milk} => {yogurt}",0.00762195121951219,0.446428571428571,3.1994589532827,75
"{other vegetables,whole milk,yogurt} => {tropical fruit}",0.00762195121951219,0.342465753424658,3.26537113730487,75
"{other vegetables,root vegetables,yogurt} => {whole milk}",0.00782520325203252,0.606299212598425,2.37310431661436,77
"{root vegetables,whole milk,yogurt} => {other vegetables}",0.00782520325203252,0.538461538461538,2.78280542986425,77
"{other vegetables,root vegetables,whole milk} => {yogurt}",0.00782520325203252,0.337719298245614,2.42036263272895,77
"{other vegetables,whole milk,yogurt} => {root vegetables}",0.00782520325203252,0.351598173515982,3.22735636884073,77
"{other vegetables,rolls/buns,root vegetables} => {whole milk}",0.00619918699186992,0.508333333333333,1.98965791567224,61
"{rolls/buns,root vegetables,whole milk} => {other vegetables}",0.00619918699186992,0.488,2.52201680672269,61
"{other vegetables,root vegetables,whole milk} => {rolls/buns}",0.00619918699186992,0.267543859649123,1.45529661633354,61
"{other vegetables,rolls/buns,whole milk} => {root vegetables}",0.00619918699186992,0.346590909090909,3.18139416553596,61
